drugbankid,atccodes,targets,name
EXPT00475,C10BX08,Ribosomal protein S6 kinase alpha-3,Acetylsalicylic acid
EXPT00475,C10BX08,NF-kappa-B inhibitor alpha,Acetylsalicylic acid
EXPT00475,C10BX08,Tumor necrosis factor-inducible gene 6 protein,Acetylsalicylic acid
EXPT00475,C10BX08,Caspase-1,Acetylsalicylic acid
EXPT00475,C10BX08,Caspase-3,Acetylsalicylic acid
EXPT00475,C10BX08,Inhibitor of nuclear factor kappa-B kinase subunit beta,Acetylsalicylic acid
EXPT00475,C10BX08,Extracellular signal-regulated kinase (ERK),Acetylsalicylic acid
EXPT00475,C10BX08,G1/S-specific cyclin-D1,Acetylsalicylic acid
EXPT00475,C10BX08,Myc proto-oncogene protein,Acetylsalicylic acid
EXPT00475,C10BX08,Proliferating cell nuclear antigen,Acetylsalicylic acid
EXPT00475,C10BX08,Cyclin A,Acetylsalicylic acid
EXPT00475,C10BX08,Sialidase-1,Acetylsalicylic acid
EXPT00475,C10BX06,Prostaglandin G/H synthase 1,Acetylsalicylic acid
EXPT00475,C10BX06,Prostaglandin G/H synthase 2,Acetylsalicylic acid
EXPT00475,C10BX06,Aldo-keto reductase family 1 member C1,Acetylsalicylic acid
EXPT00475,C10BX06,5'-AMP-activated protein kinase,Acetylsalicylic acid
EXPT00475,C10BX06,Endothelin-1 receptor,Acetylsalicylic acid
EXPT00475,C10BX06,Cellular tumor antigen p53,Acetylsalicylic acid
EXPT00475,C10BX06,78 kDa glucose-regulated protein,Acetylsalicylic acid
EXPT00475,C10BX06,Ribosomal protein S6 kinase alpha-3,Acetylsalicylic acid
EXPT00475,C10BX06,NF-kappa-B inhibitor alpha,Acetylsalicylic acid
EXPT00475,C10BX06,Tumor necrosis factor-inducible gene 6 protein,Acetylsalicylic acid
EXPT00475,C10BX06,Caspase-1,Acetylsalicylic acid
EXPT00475,C10BX06,Caspase-3,Acetylsalicylic acid
EXPT00475,C10BX06,Inhibitor of nuclear factor kappa-B kinase subunit beta,Acetylsalicylic acid
EXPT00475,C10BX06,Extracellular signal-regulated kinase (ERK),Acetylsalicylic acid
EXPT00475,C10BX06,G1/S-specific cyclin-D1,Acetylsalicylic acid
EXPT00475,C10BX06,Myc proto-oncogene protein,Acetylsalicylic acid
EXPT00475,C10BX06,Proliferating cell nuclear antigen,Acetylsalicylic acid
EXPT00475,C10BX06,Cyclin A,Acetylsalicylic acid
EXPT00475,C10BX06,Sialidase-1,Acetylsalicylic acid
EXPT00475,C07FX02,Prostaglandin G/H synthase 1,Acetylsalicylic acid
EXPT00475,C07FX02,Prostaglandin G/H synthase 2,Acetylsalicylic acid
EXPT00475,C07FX02,Aldo-keto reductase family 1 member C1,Acetylsalicylic acid
EXPT00475,C07FX02,5'-AMP-activated protein kinase,Acetylsalicylic acid
EXPT00475,C07FX02,Endothelin-1 receptor,Acetylsalicylic acid
EXPT00475,C07FX02,Cellular tumor antigen p53,Acetylsalicylic acid
EXPT00475,C07FX02,78 kDa glucose-regulated protein,Acetylsalicylic acid
EXPT00475,C07FX02,Ribosomal protein S6 kinase alpha-3,Acetylsalicylic acid
EXPT00475,C07FX02,NF-kappa-B inhibitor alpha,Acetylsalicylic acid
EXPT00475,C07FX02,Tumor necrosis factor-inducible gene 6 protein,Acetylsalicylic acid
EXPT00475,C07FX02,Caspase-1,Acetylsalicylic acid
EXPT00475,C07FX02,Caspase-3,Acetylsalicylic acid
EXPT00475,C07FX02,Inhibitor of nuclear factor kappa-B kinase subunit beta,Acetylsalicylic acid
EXPT00475,C07FX02,Extracellular signal-regulated kinase (ERK),Acetylsalicylic acid
EXPT00475,C07FX02,G1/S-specific cyclin-D1,Acetylsalicylic acid
EXPT00475,C07FX02,Myc proto-oncogene protein,Acetylsalicylic acid
EXPT00475,C07FX02,Proliferating cell nuclear antigen,Acetylsalicylic acid
EXPT00475,C07FX02,Cyclin A,Acetylsalicylic acid
EXPT00475,C07FX02,Sialidase-1,Acetylsalicylic acid
DB00946,B01AA04,Vitamin K epoxide reductase complex subunit 1,Phenprocoumon
APRD00228,B01AA04,Vitamin K epoxide reductase complex subunit 1,Phenprocoumon
DB00947,L02BA03,Estrogen receptor alpha,Fulvestrant
APRD00654,L02BA03,Estrogen receptor alpha,Fulvestrant
DB00948,J01CR50,Penicillin-binding protein 1A,Mezlocillin
DB00948,J01CR50,Penicillin-binding protein 3,Mezlocillin
DB00948,J01CR50,Penicillin-binding protein 2,Mezlocillin
DB00948,J01CA10,Penicillin-binding protein 1A,Mezlocillin
DB00948,J01CA10,Penicillin-binding protein 3,Mezlocillin
DB00948,J01CA10,Penicillin-binding protein 2,Mezlocillin
APRD01113,J01CR50,Penicillin-binding protein 1A,Mezlocillin
APRD01113,J01CR50,Penicillin-binding protein 3,Mezlocillin
APRD01113,J01CR50,Penicillin-binding protein 2,Mezlocillin
APRD01113,J01CA10,Penicillin-binding protein 1A,Mezlocillin
APRD01113,J01CA10,Penicillin-binding protein 3,Mezlocillin
APRD01113,J01CA10,Penicillin-binding protein 2,Mezlocillin
DB00949,N03AX10,"Glutamate receptor ionotropic, NMDA 2B",Felbamate
DB00949,N03AX10,"Glutamate receptor ionotropic, NMDA 2A",Felbamate
APRD00505,N03AX10,"Glutamate receptor ionotropic, NMDA 2B",Felbamate
APRD00505,N03AX10,"Glutamate receptor ionotropic, NMDA 2A",Felbamate
DB00950,R06AX26,Histamine H1 receptor,Fexofenadine
APRD00349,R06AX26,Histamine H1 receptor,Fexofenadine
DB00951,J04AM04,Catalase-peroxidase,Isoniazid
DB00951,J04AM04,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AM04,Cytochrome P450 2C8,Isoniazid
DB00951,J04AM04,Cytochrome P450 1A2,Isoniazid
DB00951,J04AM04,Cytochrome P450 3A4,Isoniazid
DB00951,J04AM04,Cytochrome P450 2C19,Isoniazid
DB00951,J04AM04,Dihydrofolate reductase,Isoniazid
DB00951,J04AM01,Catalase-peroxidase,Isoniazid
DB00951,J04AM01,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AM01,Cytochrome P450 2C8,Isoniazid
DB00951,J04AM01,Cytochrome P450 1A2,Isoniazid
DB00951,J04AM01,Cytochrome P450 3A4,Isoniazid
DB00951,J04AM01,Cytochrome P450 2C19,Isoniazid
DB00951,J04AM01,Dihydrofolate reductase,Isoniazid
DB00951,J04AM03,Catalase-peroxidase,Isoniazid
DB00951,J04AM03,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AM03,Cytochrome P450 2C8,Isoniazid
DB00951,J04AM03,Cytochrome P450 1A2,Isoniazid
DB00951,J04AM03,Cytochrome P450 3A4,Isoniazid
DB00951,J04AM03,Cytochrome P450 2C19,Isoniazid
DB00951,J04AM03,Dihydrofolate reductase,Isoniazid
DB00951,J04AM02,Catalase-peroxidase,Isoniazid
DB00951,J04AM02,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AM02,Cytochrome P450 2C8,Isoniazid
DB00951,J04AM02,Cytochrome P450 1A2,Isoniazid
DB00951,J04AM02,Cytochrome P450 3A4,Isoniazid
DB00951,J04AM02,Cytochrome P450 2C19,Isoniazid
DB00951,J04AM02,Dihydrofolate reductase,Isoniazid
DB00951,J04AC01,Catalase-peroxidase,Isoniazid
DB00951,J04AC01,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AC01,Cytochrome P450 2C8,Isoniazid
DB00951,J04AC01,Cytochrome P450 1A2,Isoniazid
DB00951,J04AC01,Cytochrome P450 3A4,Isoniazid
DB00951,J04AC01,Cytochrome P450 2C19,Isoniazid
DB00951,J04AC01,Dihydrofolate reductase,Isoniazid
DB00951,J04AM06,Catalase-peroxidase,Isoniazid
DB00951,J04AM06,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AM06,Cytochrome P450 2C8,Isoniazid
DB00951,J04AM06,Cytochrome P450 1A2,Isoniazid
DB00951,J04AM06,Cytochrome P450 3A4,Isoniazid
DB00951,J04AM06,Cytochrome P450 2C19,Isoniazid
DB00951,J04AM06,Dihydrofolate reductase,Isoniazid
DB00951,J04AM05,Catalase-peroxidase,Isoniazid
DB00951,J04AM05,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AM05,Cytochrome P450 2C8,Isoniazid
DB00951,J04AM05,Cytochrome P450 1A2,Isoniazid
DB00951,J04AM05,Cytochrome P450 3A4,Isoniazid
DB00951,J04AM05,Cytochrome P450 2C19,Isoniazid
DB00951,J04AM05,Dihydrofolate reductase,Isoniazid
DB00951,J04AM07,Catalase-peroxidase,Isoniazid
DB00951,J04AM07,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AM07,Cytochrome P450 2C8,Isoniazid
DB00951,J04AM07,Cytochrome P450 1A2,Isoniazid
DB00951,J04AM07,Cytochrome P450 3A4,Isoniazid
DB00951,J04AM07,Cytochrome P450 2C19,Isoniazid
DB00951,J04AM07,Dihydrofolate reductase,Isoniazid
DB00951,J04AM08,Catalase-peroxidase,Isoniazid
DB00951,J04AM08,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AM08,Cytochrome P450 2C8,Isoniazid
DB00951,J04AM08,Cytochrome P450 1A2,Isoniazid
DB00951,J04AM08,Cytochrome P450 3A4,Isoniazid
DB00951,J04AM08,Cytochrome P450 2C19,Isoniazid
DB00951,J04AM08,Dihydrofolate reductase,Isoniazid
DB00951,J04AC51,Catalase-peroxidase,Isoniazid
DB00951,J04AC51,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
DB00951,J04AC51,Cytochrome P450 2C8,Isoniazid
DB00951,J04AC51,Cytochrome P450 1A2,Isoniazid
DB00951,J04AC51,Cytochrome P450 3A4,Isoniazid
DB00951,J04AC51,Cytochrome P450 2C19,Isoniazid
DB00951,J04AC51,Dihydrofolate reductase,Isoniazid
APRD01055,J04AM04,Catalase-peroxidase,Isoniazid
APRD01055,J04AM04,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AM04,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AM04,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AM04,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AM04,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AM04,Dihydrofolate reductase,Isoniazid
APRD01055,J04AM01,Catalase-peroxidase,Isoniazid
APRD01055,J04AM01,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AM01,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AM01,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AM01,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AM01,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AM01,Dihydrofolate reductase,Isoniazid
APRD01055,J04AM03,Catalase-peroxidase,Isoniazid
APRD01055,J04AM03,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AM03,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AM03,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AM03,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AM03,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AM03,Dihydrofolate reductase,Isoniazid
APRD01055,J04AM02,Catalase-peroxidase,Isoniazid
APRD01055,J04AM02,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AM02,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AM02,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AM02,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AM02,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AM02,Dihydrofolate reductase,Isoniazid
APRD01055,J04AC01,Catalase-peroxidase,Isoniazid
APRD01055,J04AC01,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AC01,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AC01,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AC01,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AC01,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AC01,Dihydrofolate reductase,Isoniazid
APRD01055,J04AM06,Catalase-peroxidase,Isoniazid
APRD01055,J04AM06,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AM06,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AM06,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AM06,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AM06,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AM06,Dihydrofolate reductase,Isoniazid
APRD01055,J04AM05,Catalase-peroxidase,Isoniazid
APRD01055,J04AM05,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AM05,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AM05,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AM05,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AM05,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AM05,Dihydrofolate reductase,Isoniazid
APRD01055,J04AM07,Catalase-peroxidase,Isoniazid
APRD01055,J04AM07,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AM07,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AM07,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AM07,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AM07,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AM07,Dihydrofolate reductase,Isoniazid
APRD01055,J04AM08,Catalase-peroxidase,Isoniazid
APRD01055,J04AM08,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AM08,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AM08,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AM08,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AM08,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AM08,Dihydrofolate reductase,Isoniazid
APRD01055,J04AC51,Catalase-peroxidase,Isoniazid
APRD01055,J04AC51,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
APRD01055,J04AC51,Cytochrome P450 2C8,Isoniazid
APRD01055,J04AC51,Cytochrome P450 1A2,Isoniazid
APRD01055,J04AC51,Cytochrome P450 3A4,Isoniazid
APRD01055,J04AC51,Cytochrome P450 2C19,Isoniazid
APRD01055,J04AC51,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AM04,Catalase-peroxidase,Isoniazid
EXPT01940,J04AM04,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AM04,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AM04,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AM04,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AM04,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AM04,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AM01,Catalase-peroxidase,Isoniazid
EXPT01940,J04AM01,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AM01,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AM01,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AM01,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AM01,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AM01,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AM03,Catalase-peroxidase,Isoniazid
EXPT01940,J04AM03,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AM03,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AM03,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AM03,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AM03,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AM03,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AM02,Catalase-peroxidase,Isoniazid
EXPT01940,J04AM02,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AM02,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AM02,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AM02,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AM02,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AM02,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AC01,Catalase-peroxidase,Isoniazid
EXPT01940,J04AC01,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AC01,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AC01,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AC01,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AC01,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AC01,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AM06,Catalase-peroxidase,Isoniazid
EXPT01940,J04AM06,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AM06,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AM06,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AM06,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AM06,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AM06,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AM05,Catalase-peroxidase,Isoniazid
EXPT01940,J04AM05,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AM05,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AM05,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AM05,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AM05,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AM05,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AM07,Catalase-peroxidase,Isoniazid
EXPT01940,J04AM07,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AM07,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AM07,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AM07,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AM07,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AM07,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AM08,Catalase-peroxidase,Isoniazid
EXPT01940,J04AM08,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AM08,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AM08,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AM08,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AM08,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AM08,Dihydrofolate reductase,Isoniazid
EXPT01940,J04AC51,Catalase-peroxidase,Isoniazid
EXPT01940,J04AC51,Enoyl-[acyl-carrier-protein] reductase [NADH],Isoniazid
EXPT01940,J04AC51,Cytochrome P450 2C8,Isoniazid
EXPT01940,J04AC51,Cytochrome P450 1A2,Isoniazid
EXPT01940,J04AC51,Cytochrome P450 3A4,Isoniazid
EXPT01940,J04AC51,Cytochrome P450 2C19,Isoniazid
EXPT01940,J04AC51,Dihydrofolate reductase,Isoniazid
DB00952,N02CC02,5-hydroxytryptamine receptor 1D,Naratriptan
DB00952,N02CC02,5-hydroxytryptamine receptor 1B,Naratriptan
DB00952,N02CC02,5-hydroxytryptamine receptor 1F,Naratriptan
DB00952,N02CC02,5-hydroxytryptamine receptor 1A,Naratriptan
APRD00220,N02CC02,5-hydroxytryptamine receptor 1D,Naratriptan
APRD00220,N02CC02,5-hydroxytryptamine receptor 1B,Naratriptan
APRD00220,N02CC02,5-hydroxytryptamine receptor 1F,Naratriptan
APRD00220,N02CC02,5-hydroxytryptamine receptor 1A,Naratriptan
DB00953,N02CC04,5-hydroxytryptamine receptor 1D,Rizatriptan
DB00953,N02CC04,5-hydroxytryptamine receptor 1B,Rizatriptan
DB00953,N02CC04,5-hydroxytryptamine receptor 1F,Rizatriptan
APRD00008,N02CC04,5-hydroxytryptamine receptor 1D,Rizatriptan
APRD00008,N02CC04,5-hydroxytryptamine receptor 1B,Rizatriptan
APRD00008,N02CC04,5-hydroxytryptamine receptor 1F,Rizatriptan
DB00954,J01FA13,23S ribosomal RNA,Dirithromycin
APRD00931,J01FA13,23S ribosomal RNA,Dirithromycin
DB00955,S01AA23,30S ribosomal protein S12,Netilmicin
DB00955,S01AA23,16S ribosomal RNA,Netilmicin
DB00955,J01GB07,30S ribosomal protein S12,Netilmicin
DB00955,J01GB07,16S ribosomal RNA,Netilmicin
APRD00232,S01AA23,30S ribosomal protein S12,Netilmicin
APRD00232,S01AA23,16S ribosomal RNA,Netilmicin
APRD00232,J01GB07,30S ribosomal protein S12,Netilmicin
APRD00232,J01GB07,16S ribosomal RNA,Netilmicin
DB00956,R05DA03,Mu-type opioid receptor,Hydrocodone
DB00956,R05DA03,Delta-type opioid receptor,Hydrocodone
DB00956,R05DA03,Sigma non-opioid intracellular receptor 1,Hydrocodone
APRD00591,R05DA03,Mu-type opioid receptor,Hydrocodone
APRD00591,R05DA03,Delta-type opioid receptor,Hydrocodone
APRD00591,R05DA03,Sigma non-opioid intracellular receptor 1,Hydrocodone
DB09475,R05DA03,Mu-type opioid receptor,Hydrocodone
DB09475,R05DA03,Delta-type opioid receptor,Hydrocodone
DB09475,R05DA03,Sigma non-opioid intracellular receptor 1,Hydrocodone
DB00957,G03AA11,Progesterone receptor,Norgestimate
DB00957,G03AA11,Androgen receptor,Norgestimate
DB00957,G03AA11,Estrogen receptor alpha,Norgestimate
DB00957,G03FA13,Progesterone receptor,Norgestimate
DB00957,G03FA13,Androgen receptor,Norgestimate
DB00957,G03FA13,Estrogen receptor alpha,Norgestimate
DB00957,G03AB09,Progesterone receptor,Norgestimate
DB00957,G03AB09,Androgen receptor,Norgestimate
DB00957,G03AB09,Estrogen receptor alpha,Norgestimate
APRD00569,G03AA11,Progesterone receptor,Norgestimate
APRD00569,G03AA11,Androgen receptor,Norgestimate
APRD00569,G03AA11,Estrogen receptor alpha,Norgestimate
APRD00569,G03FA13,Progesterone receptor,Norgestimate
APRD00569,G03FA13,Androgen receptor,Norgestimate
APRD00569,G03FA13,Estrogen receptor alpha,Norgestimate
APRD00569,G03AB09,Progesterone receptor,Norgestimate
APRD00569,G03AB09,Androgen receptor,Norgestimate
APRD00569,G03AB09,Estrogen receptor alpha,Norgestimate
DB00958,L01XA02,DNA,Carboplatin
APRD00466,L01XA02,DNA,Carboplatin
DB00959,D10AA02,Glucocorticoid receptor,Methylprednisolone
DB00959,D10AA02,Annexin A1,Methylprednisolone
DB00959,H02AB04,Glucocorticoid receptor,Methylprednisolone
DB00959,H02AB04,Annexin A1,Methylprednisolone
DB00959,H02BX01,Glucocorticoid receptor,Methylprednisolone
DB00959,H02BX01,Annexin A1,Methylprednisolone
DB00959,D07CA02,Glucocorticoid receptor,Methylprednisolone
DB00959,D07CA02,Annexin A1,Methylprednisolone
DB00959,S01CA08,Glucocorticoid receptor,Methylprednisolone
DB00959,S01CA08,Annexin A1,Methylprednisolone
DB00959,D07AA01,Glucocorticoid receptor,Methylprednisolone
DB00959,D07AA01,Annexin A1,Methylprednisolone
APRD00342,D10AA02,Glucocorticoid receptor,Methylprednisolone
APRD00342,D10AA02,Annexin A1,Methylprednisolone
APRD00342,H02AB04,Glucocorticoid receptor,Methylprednisolone
APRD00342,H02AB04,Annexin A1,Methylprednisolone
APRD00342,H02BX01,Glucocorticoid receptor,Methylprednisolone
APRD00342,H02BX01,Annexin A1,Methylprednisolone
APRD00342,D07CA02,Glucocorticoid receptor,Methylprednisolone
APRD00342,D07CA02,Annexin A1,Methylprednisolone
APRD00342,S01CA08,Glucocorticoid receptor,Methylprednisolone
APRD00342,S01CA08,Annexin A1,Methylprednisolone
APRD00342,D07AA01,Glucocorticoid receptor,Methylprednisolone
APRD00342,D07AA01,Annexin A1,Methylprednisolone
DB00960,C07CA03,Beta-1 adrenergic receptor,Pindolol
DB00960,C07CA03,Beta-2 adrenergic receptor,Pindolol
DB00960,C07CA03,5-hydroxytryptamine receptor 1A,Pindolol
DB00960,C07CA03,5-hydroxytryptamine receptor 1B,Pindolol
DB00960,C07CA03,Beta-3 adrenergic receptor,Pindolol
DB00960,C07CA03,Beta adrenergic receptor,Pindolol
DB00960,C07AA03,Beta-1 adrenergic receptor,Pindolol
DB00960,C07AA03,Beta-2 adrenergic receptor,Pindolol
DB00960,C07AA03,5-hydroxytryptamine receptor 1A,Pindolol
DB00960,C07AA03,5-hydroxytryptamine receptor 1B,Pindolol
DB00960,C07AA03,Beta-3 adrenergic receptor,Pindolol
DB00960,C07AA03,Beta adrenergic receptor,Pindolol
APRD00678,C07CA03,Beta-1 adrenergic receptor,Pindolol
APRD00678,C07CA03,Beta-2 adrenergic receptor,Pindolol
APRD00678,C07CA03,5-hydroxytryptamine receptor 1A,Pindolol
APRD00678,C07CA03,5-hydroxytryptamine receptor 1B,Pindolol
APRD00678,C07CA03,Beta-3 adrenergic receptor,Pindolol
APRD00678,C07CA03,Beta adrenergic receptor,Pindolol
APRD00678,C07AA03,Beta-1 adrenergic receptor,Pindolol
APRD00678,C07AA03,Beta-2 adrenergic receptor,Pindolol
APRD00678,C07AA03,5-hydroxytryptamine receptor 1A,Pindolol
APRD00678,C07AA03,5-hydroxytryptamine receptor 1B,Pindolol
APRD00678,C07AA03,Beta-3 adrenergic receptor,Pindolol
APRD00678,C07AA03,Beta adrenergic receptor,Pindolol
DB00961,N01BB53,Sodium channel protein type 10 subunit alpha,Mepivacaine
DB00961,N01BB03,Sodium channel protein type 10 subunit alpha,Mepivacaine
APRD01094,N01BB53,Sodium channel protein type 10 subunit alpha,Mepivacaine
APRD01094,N01BB03,Sodium channel protein type 10 subunit alpha,Mepivacaine
DB00962,N05CF03,Gamma-aminobutyric acid receptor subunit alpha-1,Zaleplon
APRD00411,N05CF03,Gamma-aminobutyric acid receptor subunit alpha-1,Zaleplon
DB00963,S01BC11,Prostaglandin G/H synthase 2,Bromfenac
DB00963,S01BC11,Prostaglandin G/H synthase 1,Bromfenac
APRD00831,S01BC11,Prostaglandin G/H synthase 2,Bromfenac
APRD00831,S01BC11,Prostaglandin G/H synthase 1,Bromfenac
DB00964,S01EA03,Alpha-2A adrenergic receptor,Apraclonidine
DB00964,S01EA03,Alpha-1A adrenergic receptor,Apraclonidine
DB00964,S01EA03,Alpha-2B adrenergic receptor,Apraclonidine
APRD00012,S01EA03,Alpha-2A adrenergic receptor,Apraclonidine
APRD00012,S01EA03,Alpha-1A adrenergic receptor,Apraclonidine
APRD00012,S01EA03,Alpha-2B adrenergic receptor,Apraclonidine
DB00966,C09DB04,Type-1 angiotensin II receptor,Telmisartan
DB00966,C09DB04,Peroxisome proliferator-activated receptor gamma,Telmisartan
DB00966,C09CA07,Type-1 angiotensin II receptor,Telmisartan
DB00966,C09CA07,Peroxisome proliferator-activated receptor gamma,Telmisartan
DB00966,C09DA07,Type-1 angiotensin II receptor,Telmisartan
DB00966,C09DA07,Peroxisome proliferator-activated receptor gamma,Telmisartan
APRD01247,C09DB04,Type-1 angiotensin II receptor,Telmisartan
APRD01247,C09DB04,Peroxisome proliferator-activated receptor gamma,Telmisartan
APRD01247,C09CA07,Type-1 angiotensin II receptor,Telmisartan
APRD01247,C09CA07,Peroxisome proliferator-activated receptor gamma,Telmisartan
APRD01247,C09DA07,Type-1 angiotensin II receptor,Telmisartan
APRD01247,C09DA07,Peroxisome proliferator-activated receptor gamma,Telmisartan
