atccode,name
C10BX08,Atorvastatin
C10BX06,Atorvastatin
C10BX12,Atorvastatin
M05BB01,Etidronic acid
M05BA01,Etidronic acid
C01AA07,Deslanoside
A06AX06,Tegaserod
N03AG04,Vigabatrin
A07DA01,Diphenoxylate
J04AM01,Streptomycin
J01GA01,Streptomycin
A07AA54,Streptomycin
A07AA04,Streptomycin
A08AB01,Orlistat
S01GX06,Emedastine
N07AX01,Pilocarpine
S01EB01,Pilocarpine
S01EB51,Pilocarpine
C05AD03,Benzocaine
R02AD01,Benzocaine
D04AB04,Benzocaine
N01BA05,Benzocaine
P01BA03,Primaquine
B01AC11,Iloprost
C02LA03,Deserpidine
C02AA05,Deserpidine
D01AE23,Butenafine
C01AC01,Ouabain
M02AX03,Dimethyl sulfoxide
G04BX13,Dimethyl sulfoxide
C10AA04,Fluvastatin
P02BA02,Oxamniquine
L04AA13,Leflunomide
C10BX10,Rosuvastatin
C10BX05,Rosuvastatin
C10BX07,Rosuvastatin
C10AA07,Rosuvastatin
A10BH52,Rosuvastatin
G01AE10,Rosuvastatin
C10BX13,Rosuvastatin
C10BX09,Rosuvastatin
C10BA09,Rosuvastatin
C10BX16,Rosuvastatin
C10BX17,Rosuvastatin
C10BX14,Rosuvastatin
C10BA06,Rosuvastatin
J02AX01,Flucytosine
D01AE21,Flucytosine
N05AG02,Pimozide
L01BC06,Capecitabine
C01CA22,Arbutamine
P01AX05,Quinacrine
N06AB06,Sertraline
A08AA10,Sibutramine
R01AC02,Levocabastine
S01GX02,Levocabastine
N05CE02,Methyprylon
H02CA01,Trilostane
B01AB51,Heparin
C05BA03,Heparin
S01XA14,Heparin
C05BA53,Heparin
B01AB01,Heparin
A07AC01,Miconazole
J02AB01,Miconazole
D01AC52,Miconazole
G01AF20,Miconazole
A01AB09,Miconazole
D01AC02,Miconazole
S02AA13,Miconazole
G01AF04,Miconazole
S01AA27,Cefuroxime
J01DC02,Cefuroxime
J01RA03,Cefuroxime
G04BE02,Papaverine
A03AD01,Papaverine
G04BE52,Papaverine
R06AB54,Chlorpheniramine
R06AB04,Chlorpheniramine
C08CA55,Nifedipine
C08GA01,Nifedipine
C08CA05,Nifedipine
C07FB03,Nifedipine
C02BA01,Trimethaphan
P01AX06,Atovaquone
C01BD01,Amiodarone
G01AE10,Diazoxide
C02DA01,Diazoxide
V03AH01,Diazoxide
A10BB09,Gliclazide
N03AX07,Phenacemide
N07AA30,Ambenonium
V04CA01,Tolbutamide
A10BB03,Tolbutamide
G04CB02,Dutasteride
G04CA52,Dutasteride
G01AF05,Econazole
D01AC03,Econazole
G01AF20,Econazole
G01AF55,Econazole
L02BB03,Bicalutamide
L02AE51,Bicalutamide
A02BD12,Rabeprazole
A02BD13,Rabeprazole
A02BC54,Rabeprazole
M01AA05,Rabeprazole
A02BC04,Rabeprazole
M02AA03,Rabeprazole
D07AC18,Prednicarbate
P01BB01,Proguanil
P01BB51,Proguanil
A10BD09,Pioglitazone
A10BG03,Pioglitazone
A10BD05,Pioglitazone
A10BD06,Pioglitazone
A10BD12,Pioglitazone
M05BA05,Tiludronic acid
M03AC07,Doxacurium
C07AG02,Carvedilol
C07FX06,Carvedilol
J01MA12,Levofloxacin
A02BD10,Levofloxacin
J01RA05,Levofloxacin
S01AE05,Levofloxacin
M04AB02,Sulfinpyrazone
J01DB08,Cefapirin
J01DB05,Cefadroxil
J02AX05,Micafungin
N06AA12,Doxepin
D04AX01,Doxepin
V03AF05,Amifostine
G01AE10,Diclofenamide
S01EC02,Diclofenamide
J04BA03,Sulfoxone
R06AA57,Diphenylpyraline
R06AA07,Diphenylpyraline
J01CR50,Cloxacillin
J01CF02,Cloxacillin
G04BD02,Flavoxate
N06AX06,Nefazodone
J01DC10,Cefprozil
N06AA01,Desipramine
G01AA04,Candicidin
G01AF19,Sertaconazole
G01AF20,Sertaconazole
D01AC14,Sertaconazole
N05CB01,Thiamylal
J01MA15,Gemifloxacin
A08AA62,Bupropion
N06AX12,Bupropion
P01AX07,Trimetrexate
C01BD02,Bretylium
N01AB01,Halothane
N01BA04,Chloroprocaine
G04CA03,Terazosin
J01CA11,Amdinocillin
A12AA07,Calcium chloride
A11GB01,Calcium chloride
G04BA03,Calcium chloride
B05XA07,Calcium chloride
J01MA01,Ofloxacin
J01RA09,Ofloxacin
S01AE01,Ofloxacin
S02AA16,Ofloxacin
B01AC23,Cilostazol
J02AC02,Itraconazole
L01XB01,Procarbazine
L01XX27,Arsenic trioxide
S01EX01,Guanethidine
C02CC02,Guanethidine
C02LF01,Guanethidine
N06AG02,Moclobemide
S01AA24,Kanamycin
J01GB04,Kanamycin
A07AA08,Kanamycin
M03BC51,Orphenadrine
N04AB02,Orphenadrine
M03BC01,Orphenadrine
N05CB01,Phenobarbital
N03AA02,Phenobarbital
N06AB10,Escitalopram
R06AE03,Cyclizine
R06AE53,Cyclizine
L01DB06,Idarubicin
M03BB02,Chlormezanone
M03BB72,Chlormezanone
M03BB52,Chlormezanone
D06BB04,Podofilox
C02LA52,Rescinnamine
C02LA02,Rescinnamine
C02AA01,Rescinnamine
L01AA06,Ifosfamide
C01BC03,Propafenone
A06AH04,Naloxone
N02AA53,Naloxone
V03AB15,Naloxone
N02AA55,Naloxone
A03FA03,Domperidone
G03BA01,Fluoxymesterone
N04BC02,Pergolide
V08AD04,Iophendylate
D01AE14,Ciclopirox
G01AX12,Ciclopirox
N01AB07,Desflurane
D10AF01,Clindamycin
J01FF01,Clindamycin
D10AF51,Clindamycin
G01AA10,Clindamycin
A08AA04,Dexfenfluramine
C07AB04,Acebutolol
C07BB04,Acebutolol
S01EC54,Brinzolamide
S01EC04,Brinzolamide
G01AE10,Brinzolamide
C01BC04,Flecainide
L01XX11,Estramustine
C09AA01,Captopril
C09BA01,Captopril
N05CF01,Zopiclone
M03AA02,Tubocurarine
N04BC01,Bromocriptine
G02CB01,Bromocriptine
J04AB05,Rifapentine
N03AX14,Levetiracetam
C07BA12,Nadolol
C07AA12,Nadolol
L01DB07,Mitoxantrone
V03AB25,Flumazenil
L01AD02,Lomustine
J01MA09,Sparfloxacin
N02AX03,Dezocine
S01ED03,Levobunolol
A02BD12,Clarithromycin
A02BD14,Clarithromycin
A02BD07,Clarithromycin
A02BD04,Clarithromycin
A02BD09,Clarithromycin
A02BD05,Clarithromycin
J01FA09,Clarithromycin
A02BD06,Clarithromycin
A02BD11,Clarithromycin
J01DD04,Ceftriaxone
J01DD54,Ceftriaxone
V03AB34,Fomepizole
S01ED54,Metipranolol
C07BA68,Metipranolol
S01ED04,Metipranolol
N05CD04,Estazolam
D11AX10,Finasteride
G04CA51,Finasteride
G04CB01,Finasteride
L02BG03,Anastrozole
P01BX01,Halofantrine
M03CA01,Dantrolene
A07AA11,Rifaximin
D06AX11,Rifaximin
N01AX03,Ketamine
R03AL11,Budesonide
D07AC09,Budesonide
R01AD05,Budesonide
R03AK07,Budesonide
A07EA06,Budesonide
R03BA02,Budesonide
R03AK12,Budesonide
R03DA55,Aminophylline
R03DA05,Aminophylline
R03DA20,Aminophylline
R03DB05,Aminophylline
N05AH04,Quetiapine
B01AB05,Enoxaparin
M03AC10,Mivacurium
N07BC03,Levacetylmethadol
C01BC08,Encainide
L01CD01,Paclitaxel
N06BA05,Pemoline
J05AE01,Saquinavir
A03FA01,Metoclopramide
R01AD53,Dexamethasone
D07XB05,Dexamethasone
R01AD03,Dexamethasone
D10AA03,Dexamethasone
S01CB01,Dexamethasone
S02CA06,Dexamethasone
S03CA01,Dexamethasone
C05AA09,Dexamethasone
S01CA01,Dexamethasone
D07CB04,Dexamethasone
H02AB02,Dexamethasone
S01BA01,Dexamethasone
A01AC02,Dexamethasone
S03BA01,Dexamethasone
D07AB19,Dexamethasone
S02BA06,Dexamethasone
N04BA03,Levodopa
N04BA01,Levodopa
N04BA02,Levodopa
N01AB08,Sevoflurane
R06AA01,Bromodiphenhydramine
N05AX12,Aripiprazole
N05AF03,Chlorprothixene
B01AC09,Epoprostenol
C10AB04,Gemfibrozil
N06AA04,Clomipramine
C08EA02,Bepridil
R06AD01,Alimemazine
N06AF01,Isocarboxazid
L01CD02,Docetaxel
V08AB09,Iodixanol
A07EC03,Olsalazine
A10BB08,Gliquidone
A10BX08,Mitiglinide
G02AB03,Ergometrine
L01XE06,Dasatinib
N06BA12,Lisdexamfetamine
D06AX13,Retapamulin
L04AA25,Eculizumab
L01XE07,Lapatinib
S01BA11,Desonide
D07BB02,Desonide
D07AB08,Desonide
A10BH51,Sitagliptin
A10BD24,Sitagliptin
A10BD07,Sitagliptin
A10BH01,Sitagliptin
A10BD12,Sitagliptin
L01BC08,Decitabine
J02AC04,Posaconazole
J05AR14,Darunavir
G01AE10,Darunavir
J05AR22,Darunavir
J05AR26,Darunavir
J05AE10,Darunavir
J05AF11,Telbivudine
D06BB12,Sinecatechins
N05AX13,Paliperidone
L01XE04,Sunitinib
L01XC08,Panitumumab
S01LA04,Ranibizumab
A16AB09,Idursulfase
A16AB07,Alglucosidase alfa
N07BA03,Varenicline
C02DB02,Hydralazine
C02LG02,Hydralazine
A10BJ01,Exenatide
H01AC03,Mecasermin
A10BX05,Pramlintide
A16AB08,Galsulfase
L01BB07,Nelarabine
L04AA24,Abatacept
H01BB03,Carbetocin
M01AH06,Lumiracoxib
H01AA02,Tetracosactide
H01AA01,Corticotropin
R03CC04,Fenoterol
R03AL01,Fenoterol
G02CA03,Fenoterol
R03AC04,Fenoterol
A10BB11,Glisoxepide
R03CC07,Pirbuterol
R03AC08,Pirbuterol
C07AB06,Bevantolol
C07BB06,Bevantolol
M01AX05,Glucosamine
C07AB01,Practolol
G01AE10,Sulfacytine
G01AE10,Sulfadoxine
J01AA20,Rolitetracycline
J01AA09,Rolitetracycline
R03DA20,Oxtriphylline
R03DB02,Oxtriphylline
R03DA02,Oxtriphylline
A10AD06,Insulin aspart
A10AD05,Insulin aspart
A10AB05,Insulin aspart
A10AE05,Insulin detemir
A10AB06,Insulin glulisine
J05AE07,Fosamprenavir
N03AB05,Fosphenytoin
J01FA07,Josamycin
N06AX25,St. John's Wort
C03AA05,Polythiazide
G01AE10,Polythiazide
C03AB05,Polythiazide
G01AE10,Quinethazone
C03BA02,Quinethazone
C03BB02,Quinethazone
J01DC03,Cefamandole
J01DB04,Cefazolin
J01DC06,Cefonicid
J01DD12,Cefoperazone
J01DC05,Cefotetan
J01DC01,Cefoxitin
J01DD07,Ceftizoxime
J01DB09,Cefradine
M03AC01,Pancuronium
M03AC06,Pipecuronium
M03AC03,Vecuronium
C09BA08,Cilazapril
C09AA08,Cilazapril
V03AE01,Tolevamer
C09AA11,Spirapril
C09CA05,Tasosartan
N05CA02,Amobarbital
N05CB01,Amobarbital
N05CA05,Aprobarbital
N05CA03,Butobarbital
N05CA11,Heptabarbital
N01AF02,Hexobarbital
N05CA16,Hexobarbital
C07CA23,Penbutolol
C07AA23,Penbutolol
V08AB02,Iohexol
S01FB02,Ephedrine
R01AB05,Ephedrine
C01CA26,Ephedrine
R03CA02,Ephedrine
A08AA56,Ephedrine
R01AA03,Ephedrine
C01CA11,Mephentermine
R03CC08,Procaterol
R03AC16,Procaterol
N04BD02,Rasagiline
M05BB01,Calcium
A11AA02,Calcium
M05BB08,Calcium
A11GB01,Calcium
M05BB02,Calcium
M05BB04,Calcium
M05BB05,Calcium
A02AA02,Magnesium oxide
A12CC10,Magnesium oxide
A06AD02,Magnesium oxide
N06DX02,Ginkgo biloba
N06DA53,Ginkgo biloba
A10BC01,Glymidine
G01AE10,Glymidine
H02AB05,Paramethasone
C08CX01,Mibefradil
B05CB04,Sodium bicarbonate
B05XA02,Sodium bicarbonate
G04BE04,Yohimbine
C10AB02,Bezafibrate
M04AC01,Colchicine
G03AC10,Drospirenone
G03FA17,Drospirenone
G03AA12,Drospirenone
C01AA04,Digitoxin
N02BA06,Salsalate
N07AA01,Neostigmine
S01EB06,Neostigmine
N07AA51,Neostigmine
N05AA02,Methotrimeprazine
J01MA05,Temafloxacin
G03XA01,Danazol
R03CC13,Clenbuterol
R03AC14,Clenbuterol
R03CC63,Clenbuterol
R03CC12,Bambuterol
R03AL06,Tiotropium
R03BB04,Tiotropium
R03BB54,Tiotropium
R03AL10,Tiotropium
R03BA08,Ciclesonide
R01AD13,Ciclesonide
R03DC02,Pranlukast
C03BD01,Theobromine
R03DA07,Theobromine
R03DA57,Theobromine
J01DE01,Cefepime
J01RA06,Cefepime
J01DB10,Cefacetrile
J01DD14,Ceftibuten
J01DD13,Cefpodoxime
B01AA07,Acenocoumarol
A07AA06,Paromomycin
J01XX07,Nitroxoline
R05CB11,Stepronin
N02BB53,Aminophenazone
N02BB03,Aminophenazone
N02BB73,Aminophenazone
A03FA05,Alizapride
C01BA05,Ajmaline
C01CE01,Amrinone
C01BB04,Aprindine
R07AB07,Almitrine
G03DC01,Allylestrenol
C10AC01,Cholestyramine
N02BB51,Antipyrine
N02BB71,Antipyrine
N02BB01,Antipyrine
S02DA03,Antipyrine
A11CC03,Alfacalcidol
M05BB06,Alfacalcidol
N05CE01,Glutethimide
G04BX06,Phenazopyridine
N07BC06,Diamorphine
N02AC05,Bezitramide
N06BA06,Fencamfamin
S01XA06,Ethylmorphine
R05DA01,Ethylmorphine
N06BA10,Fenethylline
N05CA04,Barbital
A08AA07,Cathine
N05BA15,Camazepam
A14AB02,Ethylestrenol
N05CC04,Dichloralphenazone
A07DA04,Difenoxin
N02AC01,Dextromoramide
N05CC02,Chlorhexadol
R05DA12,Acetyldihydrocodeine
N05CD03,Flunitrazepam
N05BA18,Ethyl loflazepate
N02AA58,Dihydrocodeine
N02AA08,Dihydrocodeine
N02AJ02,Dihydrocodeine
N02AJ01,Dihydrocodeine
N05BA22,Cloxazolam
N05BA08,Bromazepam
N05BA21,Clotiazepam
N05CC01,Chloral hydrate
N05BA17,Fludiazepam
A07BC54,Attapulgite
A07BC04,Attapulgite
A07BC02,Kaolin
N06BA02,Dextroamphetamine
N06BA03,Metamfetamine
V08AB01,Metrizamide
C07BA02,Oxprenolol
C07AA02,Oxprenolol
C07CA02,Oxprenolol
J01ED07,Sulfamerazine
D06BA06,Sulfamerazine
G01AE10,Sulfamerazine
J01EE07,Sulfamerazine
J01EB03,Sulfamethazine
G01AE10,Sulfamethazine
J01EE05,Sulfamethazine
A05AA02,Ursodeoxycholic acid
N05BA10,Ketazolam
N05BA11,Prazepam
N05CD10,Quazepam
L01XE10,Everolimus
L04AA18,Everolimus
G04BD08,Solifenacin
G04CA53,Solifenacin
B03AE02,Iron
A11AA01,Iron
B03AE01,Iron
B03AE04,Iron
B03AE03,Iron
C05AX04,Zinc
N05CD13,Cinolazepam
N05CD02,Nitrazepam
J01DH51,Cilastatin
J01DH51,Imipenem
C10AX02,Probucol
M01AE11,Tiaprofenic acid
J05AR10,Lopinavir
J01CR50,Bacampicillin
J01CA06,Bacampicillin
J01CR50,Meticillin
J01CF03,Meticillin
J01CR50,Pivampicillin
J01CA02,Pivampicillin
J01CR50,Pivmecillinam
J01CA08,Pivmecillinam
J01CG02,Tazobactam
J01CR50,Ticarcillin
J01CA13,Ticarcillin
N05AC01,Periciazine
V03AC03,Deferasirox
J05AB14,Valganciclovir
P01BA02,Hydroxychloroquine
V03AB22,Amyl Nitrite
C01DA63,Erythrityl tetranitrate
C01DA13,Erythrityl tetranitrate
N05AA04,Acepromazine
A03AX08,Alverine
A03AX58,Alverine
N05AE02,Molindone
R06AX04,Phenindamine
R06AB05,Pheniramine
D04AA16,Pheniramine
N05AC04,Pipotiazine
N05AB08,Thioproperazine
N05AF04,Thiothixene
N05AF05,Zuclopenthixol
A03CA01,Isopropamide
A03AB09,Isopropamide
C02LL01,Pargyline
C02KC01,Pargyline
J01FF02,Lincomycin
M01AH05,Etoricoxib
B05CX02,Sorbitol
V04CC01,Sorbitol
A06AD18,Sorbitol
A06AG07,Sorbitol
R03DX07,Roflumilast
D05AX01,Fumaric acid
C05CA51,Rutin
C05CA01,Rutin
G03EA03,Prasterone
G03XX01,Prasterone
A14AA07,Prasterone
D08AJ04,Cetrimonium
D11AC01,Cetrimonium
R02AA17,Cetrimonium
D08AJ02,Cetrimonium
C01EB02,Camphor
D03AX04,Pantothenic acid
A11HA31,Pantothenic acid
M01AG03,Flufenamic acid
D05AX52,Calcipotriol
D05AX02,Calcipotriol
D08AX05,Isopropyl alcohol
A02BX01,Carbenoxolone
A02BX71,Carbenoxolone
A02BX51,Carbenoxolone
D02BA01,Aminobenzoic acid
D11AX23,Aminobenzoic acid
A10XA01,Tolrestat
L01XX38,Vorinostat
H01BA04,Terlipressin
P01AX10,Fumagillin
A05AA03,Cholic Acid
A11HA01,Nicotinamide
S01AA13,Fusidic acid
D09AA02,Fusidic acid
J01XC01,Fusidic acid
D06AX01,Fusidic acid
A14AA01,Stanolone
G03BB02,Stanolone
C03CA03,Piretanide
G01AE10,Piretanide
N06AX01,Oxitriptan
A12CC08,Pidolic acid
S01EB09,Acetylcholine
S02AA10,Acetic acid
G01AD02,Acetic acid
D08AX03,Propyl alcohol
D08AX53,Propyl alcohol
C05BB05,Phenol
R02AA19,Phenol
N01BX03,Phenol
D08AE03,Phenol
J05AB15,Brivudine
B06AB01,Hemin
M01AA03,Oxyphenbutazone
M02AA04,Oxyphenbutazone
S01BC02,Oxyphenbutazone
H03AA04,Tiratricol
D11AX08,Tiratricol
B03BA05,Mecobalamin
J01GB10,Ribostamycin
D11AX24,Deoxycholic acid
B05XX02,Tromethamine
B05BB03,Tromethamine
S01AX10,Propanoic acid
N02BE73,Phenacetin
N02BE03,Phenacetin
N02BE53,Phenacetin
A16AX11,Benzoic acid
V04CG30,Benzoic acid
S03AA05,Hexamidine
D08AC04,Hexamidine
R02AA18,Hexamidine
R01AX07,Hexamidine
S01AX08,Hexamidine
R05CA13,Eucalyptol
D02AE01,Urea
B05BC02,Urea
D02AE51,Urea
L01AD05,Fotemustine
C10AD05,Nicotinyl alcohol
C04AC02,Nicotinyl alcohol
N03AG02,Valpromide
V06DC02,Fructose
D08AH01,Dequalinium
R02AA02,Dequalinium
G01AC05,Dequalinium
D08AJ06,Didecyldimethylammonium
A09AB04,Citric acid
G01AX02,Inosine
S01XA10,Inosine
D06BB05,Inosine
R05CB03,Carbocisteine
C10AX05,Meglutol
G01AD01,Lactic acid
D08AK30,Mercuric iodide
M02AA17,Niflumic acid
M01AX02,Niflumic acid
J01DD06,Latamoxef
D05BA01,Trioxsalen
D05AD01,Trioxsalen
L01AC01,Thiotepa
G03CC06,Estriol
G03CA04,Estriol
J01MA08,Fleroxacin
N06BX11,Aniracetam
H02AA01,Aldosterone
N07AX02,Choline alfoscerate
V08AC04,Iodipamide
M01AX17,Nimesulide
M02AA26,Nimesulide
P01CX02,Suramin
D01AC10,Bifonazole
D01AC60,Bifonazole
M01AE06,Benoxaprofen
D10AB01,Bithionol
P02BX01,Bithionol
G01AC02,Clioquinol
S02AA05,Clioquinol
D09AA10,Clioquinol
P01AA02,Clioquinol
P01AA52,Clioquinol
D08AH30,Clioquinol
A06AB53,Dantron
A06AB03,Dantron
A06AG03,Dantron
N02BB72,Metamizole
N02BB02,Metamizole
N02BB52,Metamizole
N06AF05,Iproniazid
R06AC05,Methapyrilene
N06AF02,Nialamide
N06AX04,Nomifensine
R05DB09,Oxeladin
A06AB01,Oxyphenisatin
A06AB04,Phenolphthalein
C01DX52,Prenylamine
C01DX02,Prenylamine
R06AX03,Thenalidine
R06AX53,Thenalidine
D04AA03,Thenalidine
M01AB04,Zomepirac
A10BA03,Buformin
C03CC02,Tienilic acid
N06AB02,Zimelidine
N05CX02,Methaqualone
N05CM01,Methaqualone
J05AX09,Maraviroc
N06AA19,Amineptine
R05DB10,Clofedanol
C04AX01,Cyclandelate
G03HB01,Cyproterone acetate
G03HA01,Cyproterone acetate
C02CC04,Debrisoquine
N07CA03,Flunarizine
N05AG01,Fluspirilene
A03AB12,Mepenzolate
N07XX06,Tetrabenazine
L01DC04,Ixabepilone
C07AB08,Celiprolol
B03XA05,Roxadustat
L01XE32,Cediranib
M04AA03,Febuxostat
C01BD07,Dronedarone
C07FB12,Nebivolol
C09DX05,Nebivolol
C07BB12,Nebivolol
C07AB12,Nebivolol
L01XX40,Omacetaxine mepesuccinate
L01XE08,Nilotinib
A08AA11,Lorcaserin
A10BH02,Vildagliptin
A10BD08,Vildagliptin
A10BF03,Voglibose
C01CE03,Enoximone
G04BX14,Dapoxetine
A03AE03,Cilansetron
H01CB04,Vapreotide
S01LA03,Pegaptanib
N06AX17,Milnacipran
B01AE05,Ximelagatran
C01DX19,Nesiritide
L01XX37,Sitimagene ceradenovec
G02CX02,Flibanserin
J01XA05,Oritavancin
C08CA16,Clevidipine
A03FA07,Itopride
P03AC54,Permethrin
P03AC04,Permethrin
D02BB02,Afamelanotide
B01AX01,Defibrotide
G03XC05,Ospemifene
A07XA06,Crofelemer
C01EB13,Acadesine
N05AX14,Iloperidone
N07BC04,Lofexidine
L04AX05,Pirfenidone
N03AX21,Ezogabine
L04AB03,Afelimomab
L01XX57,Plitidepsin
L01XA04,Satraplatin
D06BX02,Ingenol mebutate
L01XX49,Belinostat
M09AX03,Ataluren
A16AX14,Migalastat
R03AC18,Indacaterol
R03AL04,Indacaterol
R03AL12,Indacaterol
R03AK14,Indacaterol
R05CB15,Erdosteine
B01AD09,Ancrod
J05AX06,Pleconaril
L01CX01,Trabectedin
L01CA06,Vintafolide
D11AH06,Crisaborole
B01AC19,Beraprost
L01XE38,Cobimetinib
D06BA01,Silver sulfadiazine
G01AE10,Silver sulfadiazine
D06BA51,Silver sulfadiazine
N03AD03,Methsuximide
B01AD05,Fibrinolysin
B06AA02,Fibrinolysin
L03AX13,Glatiramer
R03DC04,Ibudilast
N04BC09,Rotigotine
V10BX02,Samarium (153Sm) lexidronam
J06BB04,Hepatitis B immune globulin
L01XE12,Vandetanib
B06AC03,Ecallantide
N05AX17,Pimavanserin
B02BX04,Romiplostim
J06BB22,Obiltoxaximab
A02BC06,Dexlansoprazole
L03AX14,Histamine
V04CG03,Histamine
D08AG03,Iodine
V04CD04,Corticorelin
L03AB12,Albinterferon Alfa-2B
L04AC09,Briakinumab
J05AP02,Telaprevir
C10AX11,Mipomersen
N03AX23,Brivaracetam
L01XC21,Ramucirumab
P01CB02,Sodium stibogluconate
L04AA32,Apremilast
L04AC05,Ustekinumab
L01XC14,Trastuzumab emtansine
V08CX01,Perflubron
C01DX21,Serelaxin
L02BX03,Abiraterone
H05AA03,Parathyroid hormone
L01XC26,Inotuzumab ozogamicin
A05AA04,Obeticholic acid
M09AX06,Eteplirsen
N05AX15,Cariprazine
L01XC27,Olaratumab
B01AX07,Caplacizumab
N05AE03,Sertindole
J01RA04,Spiramycin
J01FA02,Spiramycin
J01EB07,Sulfathiazole
G01AE10,Sulfathiazole
D06BA02,Sulfathiazole
N06AX03,Mianserin
J01XA02,Teicoplanin
J01ED01,Sulfadimethoxine
G01AE10,Sulfadimethoxine
R05CB01,Acetylcysteine
S01XA08,Acetylcysteine
V03AB23,Acetylcysteine
C04AA02,Nylidrin
G02CA02,Nylidrin
N02CX01,Pizotifen
C01DA55,Pentaerythritol tetranitrate
C01DA05,Pentaerythritol tetranitrate
A08AX01,Rimonabant
J01MA19,Garenoxacin
L04AC08,Canakinumab
R05DA07,Noscapine
L01XX39,Romidepsin
L01XC11,Ipilimumab
L01DB11,Pixantrone
B06AC02,Icatibant
C01BD06,Tedisamil
N03AF03,Rufinamide
G03XC03,Lasofoxifene
A10BD13,Alogliptin
A10BD09,Alogliptin
A10BH04,Alogliptin
N02AX06,Tapentadol
V03AB35,Sugammadex
G04CA04,Silodosin
B01AC22,Prasugrel
B02BX05,Eltrombopag
J01DH04,Doripenem
C03XA01,Tolvaptan
C01EB21,Regadenoson
N05AH05,Asenapine
C01BG11,Vernakalant
N03AX18,Lacosamide
J01XA04,Dalbavancin
B01AF01,Rivaroxaban
N07BB05,Nalmefene
L01XE19,Ridaforolimus
J05AX10,Maribavir
G04BE10,Avanafil
P01CX03,Eflornithine
D11AX16,Eflornithine
V04CX06,Hexaminolevulinate
C01CA27,Droxidopa
L01DB10,Amrubicin
M03BX04,Tolperisone
M02AX06,Tolperisone
L01XX07,Lonidamine
G04BE11,Udenafil
C02KX03,Sitaxentan
B01AB11,Sulodexide
L04AC07,Tocilizumab
A06AH02,Alvimopan
R06AE09,Levocetirizine
N02BG08,Ziconotide
H05AA02,Teriparatide
L01XE09,Temsirolimus
N05AL05,Amisulpride
G01AE10,Simeprevir
J05AP05,Simeprevir
A10BK01,Dapagliflozin
A10BD15,Dapagliflozin
A10BD21,Dapagliflozin
A10BD25,Dapagliflozin
J06BB17,Motavizumab
L01XC23,Elotuzumab
A10BD21,Saxagliptin
A10BD25,Saxagliptin
A10BH03,Saxagliptin
A10BD10,Saxagliptin
J01EA03,Iclaprim
L01XC13,Pertuzumab
L04AC04,Rilonacept
N07XX03,Xaliproden
G03XC02,Bazedoxifene
G03CC07,Bazedoxifene
J01XA03,Telavancin
C02KX02,Ambrisentan
C02KX52,Ambrisentan
B06AC01,Human C1-esterase inhibitor
H05BX03,Doxercalciferol
A14AA05,Oxymetholone
N06BA13,Armodafinil
J05AG04,Etravirine
R05CA01,Tyloxapol
B01AC25,Cangrelor
N05CX04,Clomethiazole
N05CM02,Clomethiazole
N06BC02,Propentofylline
A06AX05,Prucalopride
N04BA06,Etilevodopa
L01XE11,Pazopanib
J01DI02,Ceftaroline fosamil
N06AX22,Agomelatine
L01XE39,Midostaurin
J01MB08,Nemonoxacin
R03DX08,Reslizumab
L01XX42,Panobinostat
B01AF02,Apixaban
L01XC09,Catumaxomab
P01BA07,Tafenoquine
R03DX09,Mepolizumab
J05AH03,Peramivir
L01XE14,Bosutinib
N02BG07,Flupirtine
L01XE17,Axitinib
A04AD13,Casopitant
N07XX07,Dalfampridine
M05BX04,Denosumab
L01XC10,Ofatumumab
N04BD03,Safinamide
A10AE56,Liraglutide
A10BJ02,Liraglutide
L04AA22,Abetimus
H01CB05,Pasireotide
L04AB06,Golimumab
L04AA28,Belatacept
M01AE18,Naproxcinod
J05AF12,Clevudine
N06AX24,Vilazodone
N07XX10,Laquinimod
L03AX17,Sipuleucel-T
C05BB01,Ethanolamine oleate
N01AX13,Nitrous oxide
N01AX63,Nitrous oxide
D04AA02,Mepyramine
R06AC01,Mepyramine
B02AB01,Aprotinin
R01AB06,Xylometazoline
R01AA07,Xylometazoline
S01GA53,Xylometazoline
S01GA03,Xylometazoline
B01AE07,Dabigatran etexilate
J01GB12,Arbekacin
P01BF01,Artemether
P01BE02,Artemether
N07CA01,Betahistine
L02BX02,Degarelix
N06AX23,Desvenlafaxine
N06BA11,Dexmethylphenidate
G04BD11,Fesoterodine
V08CA09,Gadobutrol
V09IX01,Iobenguane
V09IX02,Iobenguane
V10XA02,Iobenguane
V08CA11,Gadofosveset trisodium
A03AX10,Isometheptene
P01BF01,Lumefantrine
V04CX03,Methacholine
G03BA02,Methyltestosterone
G03EA01,Methyltestosterone
G03EK01,Methyltestosterone
R01AB02,Naphazoline
S01GA01,Naphazoline
S01GA51,Naphazoline
R01AA08,Naphazoline
C08CA10,Nilvadipine
G03AA13,Norelgestromin
S01XA04,Potassium Iodide
V03AB21,Potassium Iodide
R05CA02,Potassium Iodide
A14AA02,Stanozolol
L02AE01,Buserelin
A16AB10,Velaglucerase alfa
A02AB02,Aluminum hydroxide
A02AB01,Aluminum hydroxide
A02AD03,Aluminum hydroxide
A02AC01,Calcium carbonate
A12AA04,Calcium carbonate
A11GB01,Calcium carbonate
M01AC05,Lornoxicam
C01BA04,Sparteine
S01AB05,Sulfaphenazole
J01ED08,Sulfaphenazole
G01AE10,Sulfaphenazole
G03AA10,Gestodene
G03AB06,Gestodene
